"","index","rune","color","word_length","word","gemetria_sequence","img","dots","end_of_page","punct","total_word_count","word_rune_position","total_line_count","end_of_line","rune_by_page","word_gemetria_value","sections","word_by_page","total_rune_position","unused","line_by_page","rune_as_prime","index_of_next_instance","gap_to_next_instance","space_to_next_instance","rune_count_by_sect","word_by_sect"
"10508",10508,"ea","black","8","ea,h,ia,r,ea,ea,x,s",28,"no",NA,43,NA,2352,5,483,1,92,568,8,17,10508,0,4,109,10515,1,0,868,190
"10509",10509,"ea","black","8","ea,h,ia,r,ea,ea,x,s",28,"no",NA,43,NA,2352,6,484,NA,93,568,8,17,10509,0,5,109,10536,21,20,869,190
"10510",10510,"x","black","8","ea,h,ia,r,ea,ea,x,s",14,"no",NA,43,NA,2352,7,484,NA,94,568,8,17,10510,0,5,47,10541,25,24,870,190
"10511",10511,"s","black","8","ea,h,ia,r,ea,ea,x,s",15,"no",NA,43,NA,2352,8,484,NA,95,568,8,17,10511,0,5,53,10552,35,34,871,190
"10512",10512,"f","black","5","f,n,y,r,f",0,"no",NA,43,NA,2353,1,484,NA,96,147,8,18,10512,0,5,2,10522,4,3,872,191
"10513",10513,"n","black","5","f,n,y,r,f",9,"no",NA,43,NA,2353,2,484,NA,97,147,8,18,10513,0,5,29,10524,5,4,873,191
"10514",10514,"y","black","5","f,n,y,r,f",26,"no",NA,43,NA,2353,3,484,NA,98,147,8,18,10514,0,5,103,10577,57,56,874,191
"10515",10515,"r","black","5","f,n,y,r,f",4,"no",NA,43,NA,2353,4,484,NA,99,147,8,18,10515,0,5,11,10546,25,24,875,191
"10516",10516,"f","black","5","f,n,y,r,f",0,"no",4,43,NA,2353,5,484,NA,100,147,8,18,10516,0,5,2,10542,20,19,876,191
"10517",10517,"a","black","6","a,n,ia,a,e,ae",24,"no",NA,43,NA,2354,1,484,NA,101,498,8,19,10517,0,5,97,10526,3,2,877,192
"10518",10518,"n","black","6","a,n,ia,a,e,ae",9,"no",NA,43,NA,2354,2,484,NA,102,498,8,19,10518,0,5,29,10575,51,50,878,192
"10519",10519,"ia","black","6","a,n,ia,a,e,ae",27,"no",NA,43,NA,2354,3,484,NA,103,498,8,19,10519,0,5,107,10534,9,8,879,192
"10520",10520,"a","black","6","a,n,ia,a,e,ae",24,"no",NA,43,NA,2354,4,484,NA,104,498,8,19,10520,0,5,97,10547,21,20,880,192
"10521",10521,"e","black","6","a,n,ia,a,e,ae",18,"no",NA,43,NA,2354,5,484,NA,105,498,8,19,10521,0,5,67,10562,35,34,881,192
"10522",10522,"ae","black","6","a,n,ia,a,e,ae",25,"no",NA,43,NA,2354,6,484,NA,106,498,8,19,10522,0,5,101,10537,9,8,882,192
"10523",10523,"c","black","4","c,eo,i,ing",5,"no",NA,43,NA,2355,1,484,NA,107,164,8,20,10523,0,5,13,10540,11,10,883,193
"10524",10524,"eo","black","4","c,eo,i,ing",12,"no",NA,43,NA,2355,2,484,NA,108,164,8,20,10524,0,5,41,10561,31,30,884,193
"10525",10525,"i","black","4","c,eo,i,ing",10,"no",NA,43,NA,2355,3,484,NA,109,164,8,20,10525,0,5,31,10545,14,13,885,193
"10526",10526,"ing","black","4","c,eo,i,ing",21,"no",NA,43,NA,2355,4,484,NA,110,164,8,20,10526,0,5,79,10559,27,26,886,193
"10527",10527,"b","black","10","b,ia,d,ea,ae,b,ea,c,x,f",17,"no",NA,43,NA,2356,1,484,NA,111,699,8,21,10527,0,5,61,10538,5,4,887,194
"10528",10528,"ia","black","10","b,ia,d,ea,ae,b,ea,c,x,f",27,"no",NA,43,NA,2356,2,484,NA,112,699,8,21,10528,0,5,107,10578,44,43,888,194
"10529",10529,"d","black","10","b,ia,d,ea,ae,b,ea,c,x,f",23,"no",NA,43,NA,2356,3,484,NA,113,699,8,21,10529,0,5,89,10571,36,35,889,194
"10530",10530,"ea","black","10","b,ia,d,ea,ae,b,ea,c,x,f",28,"no",NA,43,NA,2356,4,484,1,114,699,8,21,10530,0,5,109,10539,3,2,890,194
"10531",10531,"ae","black","10","b,ia,d,ea,ae,b,ea,c,x,f",25,"no",NA,43,NA,2356,5,485,NA,115,699,8,21,10531,0,6,101,10543,6,5,891,194
"10532",10532,"b","black","10","b,ia,d,ea,ae,b,ea,c,x,f",17,"no",NA,43,NA,2356,6,485,NA,116,699,8,21,10532,0,6,61,10554,16,15,892,194
"10533",10533,"ea","black","10","b,ia,d,ea,ae,b,ea,c,x,f",28,"no",NA,43,NA,2356,7,485,NA,117,699,8,21,10533,0,6,109,10568,29,28,893,194
"10534",10534,"c","black","10","b,ia,d,ea,ae,b,ea,c,x,f",5,"no",NA,43,NA,2356,8,485,NA,118,699,8,21,10534,0,6,13,10614,74,73,894,194
"10535",10535,"x","black","10","b,ia,d,ea,ae,b,ea,c,x,f",14,"no",NA,43,NA,2356,9,485,NA,119,699,8,21,10535,0,6,47,10551,10,9,895,194
"10536",10536,"f","black","10","b,ia,d,ea,ae,b,ea,c,x,f",0,"no",NA,43,NA,2356,10,485,NA,120,699,8,21,10536,0,6,2,10593,51,50,896,194
"10537",10537,"ae","black","7","ae,t,i,r,a,m,o",25,"no",NA,43,NA,2357,1,485,NA,121,377,8,22,10537,0,6,101,10557,14,13,897,195
"10538",10538,"t","black","7","ae,t,i,r,a,m,o",16,"no",NA,43,NA,2357,2,485,NA,122,377,8,22,10538,0,6,59,10590,46,45,898,195
"10539",10539,"i","black","7","ae,t,i,r,a,m,o",10,"no",NA,43,NA,2357,3,485,NA,123,377,8,22,10539,0,6,31,10615,70,69,899,195
"10540",10540,"r","black","7","ae,t,i,r,a,m,o",4,"no",NA,43,NA,2357,4,485,NA,124,377,8,22,10540,0,6,11,10569,23,22,900,195
"10541",10541,"a","black","7","ae,t,i,r,a,m,o",24,"no",NA,43,NA,2357,5,485,NA,125,377,8,22,10541,0,6,97,10553,6,5,901,195
"10542",10542,"m","black","7","ae,t,i,r,a,m,o",19,"no",NA,43,NA,2357,6,485,NA,126,377,8,22,10542,0,6,71,10570,22,21,902,195
"10543",10543,"o","black","7","ae,t,i,r,a,m,o",3,"no",NA,43,NA,2357,7,485,NA,127,377,8,22,10543,0,6,7,10555,6,5,903,195
"10544",10544,"l","black","4","l,x,s,a",20,"no",NA,43,NA,2358,1,485,NA,128,270,8,23,10544,0,6,73,10639,89,88,904,196
"10545",10545,"x","black","4","l,x,s,a",14,"no",NA,43,NA,2358,2,485,NA,129,270,8,23,10545,0,6,47,10584,33,32,905,196
"10546",10546,"s","black","4","l,x,s,a",15,"no",NA,43,NA,2358,3,485,NA,130,270,8,23,10546,0,6,53,10585,33,32,906,196
"10547",10547,"a","black","4","l,x,s,a",24,"no",NA,43,NA,2358,4,485,NA,131,270,8,23,10547,0,6,97,10594,41,40,907,196
"10548",10548,"b","black","11","b,o,p,ae,o,ing,h,eo,e,eo,ae",17,"no",NA,43,NA,2359,1,485,NA,132,571,8,24,10548,0,6,61,10589,35,34,908,197
"10549",10549,"o","black","11","b,o,p,ae,o,ing,h,eo,e,eo,ae",3,"no",NA,43,NA,2359,2,485,NA,133,571,8,24,10549,0,6,7,10558,3,2,909,197
"10550",10550,"p","black","11","b,o,p,ae,o,ing,h,eo,e,eo,ae",13,"no",NA,43,NA,2359,3,485,NA,134,571,8,24,10550,0,6,43,10650,94,93,910,197
"10551",10551,"ae","black","11","b,o,p,ae,o,ing,h,eo,e,eo,ae",25,"no",NA,43,NA,2359,4,485,NA,135,571,8,24,10551,0,6,101,10564,7,6,911,197
"10552",10552,"o","black","11","b,o,p,ae,o,ing,h,eo,e,eo,ae",3,"no",NA,43,NA,2359,5,485,NA,136,571,8,24,10552,0,6,7,10598,40,39,912,197
"10553",10553,"ing","black","11","b,o,p,ae,o,ing,h,eo,e,eo,ae",21,"no",NA,43,NA,2359,6,485,NA,137,571,8,24,10553,0,6,79,10653,94,93,913,197
"10554",10554,"h","black","11","b,o,p,ae,o,ing,h,eo,e,eo,ae",8,"no",NA,43,NA,2359,7,485,NA,138,571,8,24,10554,0,6,23,10565,5,4,914,197
"10555",10555,"eo","black","11","b,o,p,ae,o,ing,h,eo,e,eo,ae",12,"no",NA,43,NA,2359,8,485,1,139,571,8,24,10555,0,6,41,10563,2,1,915,197
"10556",10556,"e","black","11","b,o,p,ae,o,ing,h,eo,e,eo,ae",18,"no",NA,43,NA,2359,9,486,NA,140,571,8,24,10556,0,7,67,10566,4,3,916,197
"10557",10557,"eo","black","11","b,o,p,ae,o,ing,h,eo,e,eo,ae",12,"no",NA,43,NA,2359,10,486,NA,141,571,8,24,10557,0,7,41,10567,4,3,917,197
"10558",10558,"ae","black","11","b,o,p,ae,o,ing,h,eo,e,eo,ae",25,"no",NA,43,NA,2359,11,486,NA,142,571,8,24,10558,0,7,101,10572,8,7,918,197
"10559",10559,"h","black","4","h,e,eo,ea",8,"no",NA,43,NA,2360,1,486,NA,143,240,8,25,10559,0,7,23,10591,26,25,919,198
"10560",10560,"e","black","4","h,e,eo,ea",18,"no",NA,43,NA,2360,2,486,NA,144,240,8,25,10560,0,7,67,10588,22,21,920,198
"10561",10561,"eo","black","4","h,e,eo,ea",12,"no",NA,43,NA,2360,3,486,NA,145,240,8,25,10561,0,7,41,10573,6,5,921,198
"10562",10562,"ea","black","4","h,e,eo,ea",28,"no",NA,43,NA,2360,4,486,NA,146,240,8,25,10562,0,7,109,10582,14,13,922,198
"10563",10563,"r","black","3","r,m,d",4,"no",NA,43,NA,2361,1,486,NA,147,171,8,26,10563,0,7,11,10579,10,9,923,199
"10564",10564,"m","black","3","r,m,d",19,"no",NA,43,NA,2361,2,486,NA,148,171,8,26,10564,0,7,71,10574,4,3,924,199
"10565",10565,"d","black","3","r,m,d",23,"no",NA,43,NA,2361,3,486,NA,149,171,8,26,10565,0,7,89,10677,106,105,925,199
"10566",10566,"ae","black","3","ae,eo,m",25,"no",NA,43,NA,2362,1,486,NA,150,213,8,27,10566,0,7,101,10625,53,52,926,200
"10567",10567,"eo","black","3","ae,eo,m",12,"no",NA,43,NA,2362,2,486,NA,151,213,8,27,10567,0,7,41,10663,90,89,927,200
"10568",10568,"m","black","3","ae,eo,m",19,"no",4,43,NA,2362,3,486,NA,152,213,8,27,10568,0,7,71,10581,7,6,928,200
"10569",10569,"n","black","4","n,n,y,ia",9,"no",NA,43,NA,2363,1,486,NA,153,268,8,28,10569,0,7,29,10576,1,0,929,201
"10570",10570,"n","black","4","n,n,y,ia",9,"no",NA,43,NA,2363,2,486,NA,154,268,8,28,10570,0,7,29,10580,4,3,930,201
"10571",10571,"y","black","4","n,n,y,ia",26,"no",NA,43,NA,2363,3,486,NA,155,268,8,28,10571,0,7,103,10617,40,39,931,201
"10572",10572,"ia","black","4","n,n,y,ia",27,"no",NA,43,NA,2363,4,486,NA,156,268,8,28,10572,0,7,107,10605,27,26,932,201
"10573",10573,"r","black","4","r,n,m,ea",4,"no",NA,43,NA,2364,1,486,NA,157,220,8,29,10573,0,7,11,10752,173,172,933,202
"10574",10574,"n","black","4","r,n,m,ea",9,"no",NA,43,NA,2364,2,486,NA,158,220,8,29,10574,0,7,29,10592,12,11,934,202
"10575",10575,"m","black","4","r,n,m,ea",19,"no",NA,43,NA,2364,3,486,1,159,220,8,29,10575,0,7,71,10654,73,72,935,202
"10576",10576,"ea","black","4","r,n,m,ea",28,"no",NA,43,NA,2364,4,487,NA,160,220,8,29,10576,0,8,109,10697,115,114,936,202
"10577",10577,"j","black","4","j,x,s,j",11,"no",NA,43,NA,2365,1,487,NA,161,174,8,30,10577,0,8,37,10586,3,2,937,203
"10578",10578,"x","black","4","j,x,s,j",14,"no",NA,43,NA,2365,2,487,NA,162,174,8,30,10578,0,8,47,10676,92,91,938,203
"10579",10579,"s","black","4","j,x,s,j",15,"no",NA,43,NA,2365,3,487,NA,163,174,8,30,10579,0,8,53,10601,16,15,939,203
"10580",10580,"j","black","4","j,x,s,j",11,"no",NA,43,NA,2365,4,487,NA,164,174,8,30,10580,0,8,37,10632,46,45,940,203
"10581",10581,"oe","black","3","oe,e,b",22,"no",NA,43,NA,2366,1,487,NA,165,211,8,31,10581,0,8,83,10609,22,21,941,204
"10582",10582,"e","black","3","oe,e,b",18,"no",NA,43,NA,2366,2,487,NA,166,211,8,31,10582,0,8,67,10600,12,11,942,204
"10583",10583,"b","black","3","oe,e,b",17,"no",NA,43,NA,2366,3,487,NA,167,211,8,31,10583,0,8,61,10596,7,6,943,204
"10584",10584,"t","black","3","t,h,n",16,"no",NA,43,NA,2367,1,487,NA,168,111,8,32,10584,0,8,59,10602,12,11,944,205
"10585",10585,"h","black","3","t,h,n",8,"no",NA,43,NA,2367,2,487,NA,169,111,8,32,10585,0,8,23,10606,15,14,945,205
"10586",10586,"n","black","3","t,h,n",9,"no",NA,43,NA,2367,3,487,NA,170,111,8,32,10586,0,8,29,10597,5,4,946,205
"10587",10587,"f","black","3","f,a,f",0,"no",NA,43,NA,2368,1,487,NA,171,101,8,33,10587,0,8,2,10595,2,1,947,206
"10588",10588,"a","black","3","f,a,f",24,"no",NA,43,NA,2368,2,487,NA,172,101,8,33,10588,0,8,97,10682,88,87,948,206
"10589",10589,"f","black","3","f,a,f",0,"no",NA,43,NA,2368,3,487,NA,173,101,8,33,10589,0,8,2,10628,33,32,949,206
"10590",10590,"b","black","2","b,n",17,"no",NA,43,NA,2369,1,487,NA,174,90,8,34,10590,0,8,61,10603,7,6,950,207
"10591",10591,"n","black","2","b,n",9,"no",NA,43,NA,2369,2,487,NA,175,90,8,34,10591,0,8,29,10599,2,1,951,207
"10592",10592,"o","black","2","o,n",3,"no",NA,43,NA,2370,1,487,NA,176,36,8,35,10592,0,8,7,10608,10,9,952,208
"10593",10593,"n","black","2","o,n",9,"no",NA,43,NA,2370,2,487,NA,177,36,8,35,10593,0,8,29,10612,13,12,953,208
"10594",10594,"e","black","6","e,s,t,b,w,ia",18,"no",NA,43,NA,2371,1,487,NA,178,366,8,36,10594,0,8,67,10613,13,12,954,209
"10595",10595,"s","black","6","e,s,t,b,w,ia",15,"no",NA,43,NA,2371,2,487,NA,179,366,8,36,10595,0,8,53,10622,21,20,955,209
"10596",10596,"t","black","6","e,s,t,b,w,ia",16,"no",NA,43,NA,2371,3,487,NA,180,366,8,36,10596,0,8,59,10607,5,4,956,209
"10597",10597,"b","black","6","e,s,t,b,w,ia",17,"no",NA,43,NA,2371,4,487,NA,181,366,8,36,10597,0,8,61,10611,8,7,957,209
"10598",10598,"w","black","6","e,s,t,b,w,ia",7,"no",NA,43,NA,2371,5,487,1,182,366,8,36,10598,0,8,19,10616,12,11,958,209
"10599",10599,"ia","black","6","e,s,t,b,w,ia",27,"no",4,43,NA,2371,6,488,NA,183,366,8,36,10599,0,9,107,10662,57,56,959,209
"10600",10600,"h","black","2","h,t",8,"no",NA,43,NA,2372,1,488,NA,184,82,8,37,10600,0,9,23,10626,20,19,960,210
"10601",10601,"t","black","2","h,t",16,"no",NA,43,NA,2372,2,488,NA,185,82,8,37,10601,0,9,59,10648,41,40,961,210
"10602",10602,"o","black","3","o,oe,o",3,"no",NA,43,NA,2373,1,488,NA,186,97,8,38,10602,0,9,7,10610,2,1,962,211
"10603",10603,"oe","black","3","o,oe,o",22,"no",NA,43,NA,2373,2,488,NA,187,97,8,38,10603,0,9,83,10618,9,8,963,211
"10604",10604,"o","black","3","o,oe,o",3,"no",NA,43,NA,2373,3,488,NA,188,97,8,38,10604,0,9,7,10620,10,9,964,211
"10605",10605,"b","black","8","b,n,e,c,i,w,y,oe",17,"no",NA,43,NA,2374,1,488,NA,189,406,8,39,10605,0,9,61,10621,10,9,965,212
"10606",10606,"n","black","8","b,n,e,c,i,w,y,oe",9,"no",NA,43,NA,2374,2,488,NA,190,406,8,39,10606,0,9,29,10646,34,33,966,212
"10607",10607,"e","black","8","b,n,e,c,i,w,y,oe",18,"no",NA,43,NA,2374,3,488,NA,191,406,8,39,10607,0,9,67,10623,10,9,967,212
"10608",10608,"c","black","8","b,n,e,c,i,w,y,oe",5,"no",NA,43,NA,2374,4,488,NA,192,406,8,39,10608,0,9,13,10636,22,21,968,212
"10609",10609,"i","black","8","b,n,e,c,i,w,y,oe",10,"no",NA,43,NA,2374,5,488,NA,193,406,8,39,10609,0,9,31,10638,23,22,969,212
"10610",10610,"w","black","8","b,n,e,c,i,w,y,oe",7,"no",NA,43,NA,2374,6,488,NA,194,406,8,39,10610,0,9,19,10773,157,156,970,212
"10611",10611,"y","black","8","b,n,e,c,i,w,y,oe",26,"no",NA,43,NA,2374,7,488,NA,195,406,8,39,10611,0,9,103,10641,24,23,971,212
"10612",10612,"oe","black","8","b,n,e,c,i,w,y,oe",22,"no",NA,43,NA,2374,8,488,NA,196,406,8,39,10612,0,9,83,10619,1,0,972,212
"10613",10613,"oe","black","3","oe,o,b",22,"no",NA,43,NA,2375,1,488,NA,197,151,8,40,10613,0,9,83,10627,8,7,973,213
"10614",10614,"o","black","3","oe,o,b",3,"no",NA,43,NA,2375,2,488,NA,198,151,8,40,10614,0,9,7,10624,4,3,974,213
"10615",10615,"b","black","3","oe,o,b",17,"no",NA,43,NA,2375,3,488,NA,199,151,8,40,10615,0,9,61,10634,13,12,975,213
"10616",10616,"s","black","3","s,e,o",15,"no",NA,43,NA,2376,1,488,NA,200,127,8,41,10616,0,9,53,10659,37,36,976,214
"10617",10617,"e","black","3","s,e,o",18,"no",NA,43,NA,2376,2,488,NA,201,127,8,41,10617,0,9,67,10637,14,13,977,214
"10618",10618,"o","black","3","s,e,o",3,"no",NA,43,NA,2376,3,488,NA,202,127,8,41,10618,0,9,7,10631,7,6,978,214
"10619",10619,"ae","black","8","ae,h,oe,f,ae,g,o,j",25,"no",NA,43,NA,2377,1,488,NA,203,371,8,42,10619,0,9,101,10629,4,3,979,215
"10620",10620,"h","black","8","ae,h,oe,f,ae,g,o,j",8,"no",NA,43,NA,2377,2,488,NA,204,371,8,42,10620,0,9,23,10635,9,8,980,215
"10621",10621,"oe","black","8","ae,h,oe,f,ae,g,o,j",22,"no",NA,43,NA,2377,3,488,1,205,371,8,42,10621,0,9,83,10633,6,5,981,215
"10622",10622,"f","black","8","ae,h,oe,f,ae,g,o,j",0,"no",NA,43,NA,2377,4,489,NA,206,371,8,42,10622,0,10,2,10665,37,36,982,215
"10623",10623,"ae","black","8","ae,h,oe,f,ae,g,o,j",25,"no",NA,43,NA,2377,5,489,NA,207,371,8,42,10623,0,10,101,10640,11,10,983,215
"10624",10624,"g","black","8","ae,h,oe,f,ae,g,o,j",6,"no",NA,43,NA,2377,6,489,NA,208,371,8,42,10624,0,10,17,10667,37,36,984,215
"10625",10625,"o","black","8","ae,h,oe,f,ae,g,o,j",3,"no",NA,43,NA,2377,7,489,NA,209,371,8,42,10625,0,10,7,10664,33,32,985,215
"10626",10626,"j","black","8","ae,h,oe,f,ae,g,o,j",11,"no",NA,43,NA,2377,8,489,NA,210,371,8,42,10626,0,10,37,10695,63,62,986,215
"10627",10627,"oe","black","3","oe,b,h",22,"no",NA,43,NA,2378,1,489,NA,211,167,8,43,10627,0,10,83,10647,14,13,987,216
"10628",10628,"b","black","3","oe,b,h",17,"no",NA,43,NA,2378,2,489,NA,212,167,8,43,10628,0,10,61,10758,124,123,988,216
"10629",10629,"h","black","3","oe,b,h",8,"no",NA,43,NA,2378,3,489,NA,213,167,8,43,10629,0,10,23,10669,34,33,989,216
"10630",10630,"c","black","7","c,e,i,l,ae,y,l",5,"no",NA,43,NA,2379,1,489,NA,214,461,8,44,10630,0,10,13,10655,19,18,990,217
"10631",10631,"e","black","7","c,e,i,l,ae,y,l",18,"no",NA,43,NA,2379,2,489,NA,215,461,8,44,10631,0,10,67,10666,29,28,991,217
"10632",10632,"i","black","7","c,e,i,l,ae,y,l",10,"no",NA,43,NA,2379,3,489,NA,216,461,8,44,10632,0,10,31,10645,7,6,992,217
"10633",10633,"l","black","7","c,e,i,l,ae,y,l",20,"no",NA,43,NA,2379,4,489,NA,217,461,8,44,10633,0,10,73,10642,3,2,993,217
"10634",10634,"ae","black","7","c,e,i,l,ae,y,l",25,"no",NA,43,NA,2379,5,489,NA,218,461,8,44,10634,0,10,101,10649,9,8,994,217
"10635",10635,"y","black","7","c,e,i,l,ae,y,l",26,"no",NA,43,NA,2379,6,489,NA,219,461,8,44,10635,0,10,103,10658,17,16,995,217
"10636",10636,"l","black","7","c,e,i,l,ae,y,l",20,"no",NA,43,NA,2379,7,489,NA,220,461,8,44,10636,0,10,73,10644,2,1,996,217
"10637",10637,"u","black","3","u,l,i",1,"no",NA,43,NA,2380,1,489,NA,221,107,8,45,10637,0,10,3,10656,13,12,997,218
"10638",10638,"l","black","3","u,l,i",20,"no",NA,43,NA,2380,2,489,NA,222,107,8,45,10638,0,10,73,10689,45,44,998,218
"10639",10639,"i","black","3","u,l,i",10,"no",NA,43,NA,2380,3,489,NA,223,107,8,45,10639,0,10,31,10657,12,11,999,218
"10640",10640,"n","black","3","n,oe,t",9,"no",NA,43,NA,2381,1,489,NA,224,171,8,46,10640,0,10,29,10703,57,56,1000,219
"10641",10641,"oe","black","3","n,oe,t",22,"no",NA,43,NA,2381,2,489,NA,225,171,8,46,10641,0,10,83,10651,4,3,1001,219
"10642",10642,"t","black","3","n,oe,t",16,"no",NA,43,NA,2381,3,489,NA,226,171,8,46,10642,0,10,59,10694,46,45,1002,219
"10643",10643,"ae","black","6","ae,p,oe,p,ing,m",25,"no",NA,43,NA,2382,1,489,NA,227,420,8,47,10643,0,10,101,10670,21,20,1003,220
"10644",10644,"p","black","6","ae,p,oe,p,ing,m",13,"no",NA,43,NA,2382,2,489,NA,228,420,8,47,10644,0,10,43,10652,2,1,1004,220
"10645",10645,"oe","black","6","ae,p,oe,p,ing,m",22,"no",NA,43,NA,2382,3,489,NA,229,420,8,47,10645,0,10,83,10668,17,16,1005,220
"10646",10646,"p","black","6","ae,p,oe,p,ing,m",13,"no",NA,43,NA,2382,4,489,1,230,420,8,47,10646,0,10,43,10783,131,130,1006,220
"10647",10647,"ing","black","6","ae,p,oe,p,ing,m",21,"no",NA,43,NA,2382,5,490,NA,231,420,8,47,10647,0,11,79,10671,18,17,1007,220
"10648",10648,"m","black","6","ae,p,oe,p,ing,m",19,"no",NA,43,NA,2382,6,490,NA,232,420,8,47,10648,0,11,71,10673,19,18,1008,220
"10649",10649,"c","black","3","c,u,i",5,"no",NA,43,NA,2383,1,490,NA,233,47,8,48,10649,0,11,13,10660,5,4,1009,221
"10650",10650,"u","black","3","c,u,i",1,"no",NA,43,NA,2383,2,490,NA,234,47,8,48,10650,0,11,3,10661,5,4,1010,221
"10651",10651,"i","black","3","c,u,i",10,"no",NA,43,NA,2383,3,490,NA,235,47,8,48,10651,0,11,31,10678,21,20,1011,221
"10652",10652,"y","black","7","y,s,c,u,ia,eo,o",26,"no",NA,43,NA,2384,1,490,NA,236,327,8,49,10652,0,11,103,10681,23,22,1012,222
"10653",10653,"s","black","7","y,s,c,u,ia,eo,o",15,"no",NA,43,NA,2384,2,490,NA,237,327,8,49,10653,0,11,53,10710,51,50,1013,222
"10654",10654,"c","black","7","y,s,c,u,ia,eo,o",5,"no",NA,43,NA,2384,3,490,NA,238,327,8,49,10654,0,11,13,10735,75,74,1014,222
"10655",10655,"u","black","7","y,s,c,u,ia,eo,o",1,"no",NA,43,NA,2384,4,490,NA,239,327,8,49,10655,0,11,3,10698,37,36,1015,222
"10656",10656,"ia","black","7","y,s,c,u,ia,eo,o",27,"no",NA,43,NA,2384,5,490,NA,240,327,8,49,10656,0,11,107,10693,31,30,1016,222
"10657",10657,"eo","black","7","y,s,c,u,ia,eo,o",12,"no",NA,43,NA,2384,6,490,NA,241,327,8,49,10657,0,11,41,10690,27,26,1017,222
"10658",10658,"o","black","7","y,s,c,u,ia,eo,o",3,"no",NA,43,NA,2384,7,490,NA,242,327,8,49,10658,0,11,7,10691,27,26,1018,222
"10659",10659,"f","black","2","f,e",0,"no",NA,43,NA,2385,1,490,NA,243,69,8,50,10659,0,11,2,10672,7,6,1019,223
"10660",10660,"e","black","2","f,e",18,"no",NA,43,NA,2385,2,490,NA,244,69,8,50,10660,0,11,67,10707,41,40,1020,223
"10661",10661,"g","black","2","g,oe",6,"no",NA,43,NA,2386,1,490,NA,245,100,8,51,10661,0,11,17,10688,21,20,1021,224
"10662",10662,"oe","black","2","g,oe",22,"no",NA,43,NA,2386,2,490,NA,246,100,8,51,10662,0,11,83,10687,19,18,1022,224
"10663",10663,"h","black","2","h,ae",8,"no",NA,43,NA,2387,1,490,NA,247,124,8,52,10663,0,11,23,10708,39,38,1023,225
"10664",10664,"ae","black","2","h,ae",25,"no",NA,43,NA,2387,2,490,NA,248,124,8,52,10664,0,11,101,10692,22,21,1024,225
"10665",10665,"ing","black","2","ing,f",21,"no",NA,43,NA,2388,1,490,NA,249,81,8,53,10665,0,11,79,10675,4,3,1025,226
"10666",10666,"f","black","2","ing,f",0,"no",NA,43,NA,2388,2,490,NA,250,81,8,53,10666,0,11,2,10674,2,1,1026,226
"10667",10667,"m","black","6","m,f,ing,x,d,i",19,"no",NA,43,NA,2389,1,490,NA,251,319,8,54,10667,0,11,71,10679,6,5,1027,227
"10668",10668,"f","black","6","m,f,ing,x,d,i",0,"no",NA,43,NA,2389,2,490,1,252,319,8,54,10668,0,11,2,10684,10,9,1028,227
"10669",10669,"ing","black","6","m,f,ing,x,d,i",21,"no",NA,43,NA,2389,3,491,NA,253,319,8,54,10669,0,12,79,10680,5,4,1029,227
"10670",10670,"x","black","6","m,f,ing,x,d,i",14,"no",NA,43,NA,2389,4,491,NA,254,319,8,54,10670,0,12,47,10685,9,8,1030,227
"10671",10671,"d","black","6","m,f,ing,x,d,i",23,"no",NA,43,NA,2389,5,491,NA,255,319,8,54,10671,0,12,89,10737,60,59,1031,227
"10672",10672,"i","black","6","m,f,ing,x,d,i",10,"no",NA,43,NA,2389,6,491,NA,256,319,8,54,10672,0,12,31,10686,8,7,1032,227
"10673",10673,"m","black","11","m,ing,y,a,ing,f,x,i,oe,g,l",19,"no",NA,43,NA,2390,1,491,NA,257,682,8,55,10673,0,12,71,10766,87,86,1033,228
"10674",10674,"ing","black","11","m,ing,y,a,ing,f,x,i,oe,g,l",21,"no",NA,43,NA,2390,2,491,NA,258,682,8,55,10674,0,12,79,10683,3,2,1034,228
"10675",10675,"y","black","11","m,ing,y,a,ing,f,x,i,oe,g,l",26,"no",NA,43,NA,2390,3,491,NA,259,682,8,55,10675,0,12,103,10701,20,19,1035,228
"10676",10676,"a","black","11","m,ing,y,a,ing,f,x,i,oe,g,l",24,"no",NA,43,NA,2390,4,491,NA,260,682,8,55,10676,0,12,97,10714,32,31,1036,228
"10677",10677,"ing","black","11","m,ing,y,a,ing,f,x,i,oe,g,l",21,"no",NA,43,NA,2390,5,491,NA,261,682,8,55,10677,0,12,79,10716,33,32,1037,228
"10678",10678,"f","black","11","m,ing,y,a,ing,f,x,i,oe,g,l",0,"no",NA,43,NA,2390,6,491,NA,262,682,8,55,10678,0,12,2,10725,41,40,1038,228
"10679",10679,"x","black","11","m,ing,y,a,ing,f,x,i,oe,g,l",14,"no",NA,43,NA,2390,7,491,NA,263,682,8,55,10679,0,12,47,10726,41,40,1039,228
"10680",10680,"i","black","11","m,ing,y,a,ing,f,x,i,oe,g,l",10,"no",NA,43,NA,2390,8,491,NA,264,682,8,55,10680,0,12,31,10709,23,22,1040,228
"10681",10681,"oe","black","11","m,ing,y,a,ing,f,x,i,oe,g,l",22,"no",NA,43,NA,2390,9,491,NA,265,682,8,55,10681,0,12,83,10704,17,16,1041,228
"10682",10682,"g","black","11","m,ing,y,a,ing,f,x,i,oe,g,l",6,"no",NA,43,NA,2390,10,491,NA,266,682,8,55,10682,0,12,17,10699,11,10,1042,228
